GameID,Season,Date,Team,Home/Away,Opp,Outcome,HomeScore,OppScore,TotalScore,ORtg,DRtg,Pace,FTr,3PAr,TS%,TotalReb%,AST%,STL%,BLK%,eFG,TOV%,ORB%,FTperFGA,eFGagainst,TOVagainst,DRB%,FTperFGAallowed
5896,2019,2/8/20,NOP,Away,IND,W,124,117,241,118.9,112.2,104.3,0.263,0.4,0.585,58.9,61.4,7.7,3.5,0.542,12.4,31.4,0.221,0.584,12.9,94.9,0.241
5897,2019,2/11/20,NOP,Home,POR,W,138,117,255,133,112.7,103.8,0.348,0.37,0.65,55.6,81.6,6.7,7.8,0.609,10.9,33.3,0.283,0.511,11.7,75,0.237
5898,2019,2/13/20,NOP,Home,OKC,L,118,123,241,113.9,118.8,103.6,0.314,0.407,0.603,53.5,73.8,2.9,10.8,0.57,14.8,18.6,0.233,0.571,6.4,88.4,0.196
5899,2019,2/21/20,NOP,Away,POR,W,128,115,243,122.4,110,104.5,0.393,0.405,0.65,50,80,7.7,4.5,0.643,14.7,21.4,0.238,0.511,11.8,74,0.202
5900,2019,2/23/20,NOP,Away,GSW,W,115,101,216,115.3,101.3,99.7,0.133,0.429,0.554,52,73.9,7,8.8,0.556,11.1,27.5,0.061,0.495,11.6,77.6,0.109
5901,2019,2/25/20,NOP,Away,LAL,L,109,118,227,98.5,106.7,110.6,0.349,0.314,0.549,46.9,79.5,9,3.4,0.5,16.8,14,0.267,0.505,12.6,73.6,0.147
5902,2019,2/28/20,NOP,Home,CLE,W,116,104,220,117.4,105.2,98.8,0.17,0.261,0.613,59,75,12.1,12.5,0.597,14.5,33.3,0.125,0.511,12.3,78.7,0.074
5903,2019,3/1/20,NOP,Home,LAL,L,114,122,236,107.8,115.3,105.8,0.347,0.337,0.52,59.1,60,6.6,4.8,0.458,12.7,33.3,0.284,0.582,11.4,86,0.093
5904,2019,3/3/20,NOP,Home,MIN,L,134,139,273,121.4,125.9,110.4,0.27,0.39,0.599,51.2,71.2,11.8,3.2,0.59,11.8,28.9,0.16,0.629,13.1,75.6,0.175
5905,2019,3/4/20,NOP,Away,DAL,L,123,127,250,108,111.6,103.1,0.096,0.404,0.518,51.5,56,7,8.9,0.513,10.5,25.9,0.053,0.579,13.2,86,0.179
5906,2019,3/6/20,NOP,Home,MIA,W,110,104,214,107.5,101.6,102.3,0.308,0.418,0.532,54.1,73.7,6.8,11.3,0.495,14.1,30,0.22,0.483,13.1,79.2,0.244
5907,2019,3/8/20,NOP,Away,MIN,W,120,107,227,104.8,93.5,114.5,0.344,0.389,0.579,56.3,63.6,6.1,8.2,0.55,19.4,23.3,0.233,0.436,13.6,83,0.266
5908,2016,10/25/16,NYK,Away,CLE,L,88,117,205,88.1,117.1,99.9,0.23,0.31,0.459,45.2,53.1,6,10.2,0.42,15.8,24.5,0.172,0.548,12,72.5,0.149
5909,2016,10/29/16,NYK,Home,MEM,W,111,104,215,115.1,107.9,96.4,0.513,0.276,0.596,50.6,60,4.1,6.6,0.566,11.4,17.1,0.329,0.483,11,76.1,0.244
5910,2016,11/1/16,NYK,Away,DET,L,89,102,191,93.9,107.7,94.7,0.174,0.256,0.481,47.3,51.4,6.3,11.8,0.448,10.6,17.4,0.14,0.506,9.2,77.8,0.135
5911,2016,11/2/16,NYK,Home,HOU,L,99,118,217,98.8,117.7,100.2,0.294,0.235,0.516,38.6,48.6,10,12.2,0.482,14.3,16.7,0.2,0.556,15.8,58.7,0.213
5912,2016,11/4/16,NYK,Away,CHI,W,117,104,221,130.9,116.4,89.4,0.236,0.236,0.595,48.8,69.6,7.8,3.3,0.567,4.8,28.9,0.18,0.488,11.1,65.9,0.262
5913,2016,11/6/16,NYK,Home,UTA,L,109,114,223,119.8,125.2,91,0.229,0.241,0.597,53.4,42.9,8.8,10,0.554,11.6,27,0.205,0.56,10,80.6,0.4
5914,2016,11/9/16,NYK,Home,BRK,W,110,96,206,108.7,94.9,101.2,0.185,0.326,0.553,55.6,56.8,10.9,10.9,0.533,12.3,21.4,0.13,0.487,16.5,85.4,0.241
5915,2016,11/11/16,NYK,Away,BOS,L,87,115,202,85.8,113.4,101.4,0.181,0.245,0.429,51.8,57.6,6.9,17.5,0.383,19.8,38.2,0.16,0.45,12.1,65.5,0.378
5916,2016,11/12/16,NYK,Away,TOR,L,107,118,225,108.5,119.6,98.6,0.165,0.237,0.514,52.7,43.2,3,3.3,0.49,13.3,34,0.124,0.512,9.9,74.4,0.398
5917,2016,11/14/16,NYK,Home,DAL,W,93,77,170,107.2,88.8,86.8,0.231,0.321,0.541,56,52.9,5.8,8.8,0.494,16.5,32.6,0.205,0.411,11,77.1,0.095
5918,2016,11/16/16,NYK,Home,DET,W,105,102,207,116.6,113.3,90,0.204,0.269,0.518,56.5,57.1,8.9,14.5,0.5,8.2,37.3,0.129,0.541,10,80.5,0.118
5919,2016,11/17/16,NYK,Away,WAS,L,112,119,231,118,125.4,94.9,0.233,0.337,0.591,49.3,56.1,9.5,1.8,0.547,12.1,25,0.209,0.636,14.4,78.8,0.198
5920,2016,11/20/16,NYK,Home,ATL,W,104,94,198,108.5,98,95.9,0.159,0.307,0.552,51,50,8.3,1.6,0.534,13.7,24.4,0.114,0.435,11.7,73.6,0.235
5921,2016,11/22/16,NYK,Home,POR,W,107,103,210,107.5,103.5,99.5,0.083,0.302,0.538,49.4,57.8,8,7.8,0.516,11.6,23.3,0.083,0.477,14.1,75,0.244
5922,2016,11/25/16,NYK,Home,CHO,W,113,111,224,107.6,105.7,95.1,0.134,0.289,0.55,54.5,57.8,8.6,12.5,0.521,13.5,26.5,0.124,0.505,11,80.8,0.183
5923,2016,11/26/16,NYK,Away,CHO,L,102,107,209,103.3,108.3,98.8,0.202,0.323,0.473,47.5,70.3,9.1,10.3,0.434,6.9,20.8,0.162,0.488,9.2,78.3,0.363
5924,2016,11/28/16,NYK,Home,OKC,L,103,112,215,110.1,119.7,93.5,0.308,0.209,0.498,43,55.6,9.6,15.7,0.429,4.6,25,0.275,0.543,12.3,62.2,0.13
5925,2016,11/30/16,NYK,Away,MIN,W,106,104,210,112.4,110.3,94.3,0.165,0.352,0.543,49.4,58.5,8.5,5.2,0.522,11.8,29.3,0.121,0.468,13.7,71.1,0.416
5926,2016,12/2/16,NYK,Home,MIN,W,118,114,232,119.7,115.6,98.6,0.349,0.36,0.595,50,63.4,9.1,10,0.547,13.1,26.8,0.279,0.523,12.4,71.1,0.25
5927,2016,12/4/16,NYK,Home,SAC,W,106,98,204,106.1,98.1,99.9,0.273,0.33,0.538,53.2,51.3,5,14.5,0.506,15.4,29.8,0.193,0.366,9,71,0.278
5928,2016,12/6/16,NYK,Away,MIA,W,114,103,217,121.9,110.2,93.5,0.163,0.255,0.543,53.5,45.8,6.4,9.4,0.526,8.7,37.5,0.112,0.489,9,68.6,0.18
5929,2016,12/7/16,NYK,Home,CLE,L,94,126,220,100.2,134.3,93.8,0.172,0.356,0.502,48.3,62.9,6.4,7.5,0.466,14.6,26.5,0.149,0.625,11.4,75,0.325
5930,2016,12/9/16,NYK,Away,SAC,W,103,100,203,106.1,103,97.1,0.298,0.345,0.542,58.1,61.1,3.1,10.2,0.488,14.4,26.7,0.25,0.443,6.6,87.5,0.264
5931,2016,12/11/16,NYK,Away,LAL,W,118,112,230,119.1,113,99.1,0.369,0.262,0.604,51.8,51.2,9.1,18.3,0.548,9.3,20,0.31,0.534,12.5,80,0.205
5932,2016,12/13/16,NYK,Away,PHO,L,111,113,224,102.6,104.4,98,0.392,0.206,0.488,41.3,60.5,9.2,6.3,0.428,10.3,19.6,0.289,0.457,13.7,66.7,0.301
5933,2016,12/15/16,NYK,Away,GSW,L,90,103,193,91.5,104.7,98.4,0.204,0.226,0.444,46.2,50,10.2,7.8,0.435,9.8,25,0.097,0.516,14.6,70,0.042
5934,2016,12/17/16,NYK,Away,DEN,L,114,127,241,117.3,130.7,97.2,0.488,0.288,0.587,46.1,51.4,6.2,6.3,0.488,10.2,23.1,0.45,0.611,8.9,70.3,0.189
5935,2016,12/20/16,NYK,Home,IND,W,118,111,229,114.2,107.4,103.4,0.239,0.261,0.607,50.6,54.5,5.8,11.8,0.574,12.6,10.8,0.193,0.462,7.9,78.8,0.297
5936,2016,12/22/16,NYK,Home,ORL,W,106,95,201,108.1,96.9,98.1,0.177,0.208,0.512,55.9,63.4,9.2,14.3,0.474,12.7,36.7,0.156,0.461,14.2,77.3,0.133
5937,2016,12/25/16,NYK,Home,BOS,L,114,119,233,121.4,126.7,93.9,0.31,0.264,0.576,55.7,26.8,5.3,10.5,0.517,14.7,38.6,0.276,0.559,4.7,72.7,0.161
5938,2016,12/28/16,NYK,Away,ATL,L,98,102,200,94,97.9,94.4,0.28,0.29,0.469,50,57.1,7.7,9.5,0.414,14,26.9,0.226,0.401,10.3,70.7,0.208
5939,2016,12/30/16,NYK,Away,NOP,L,92,104,196,90.5,102.3,101.7,0.172,0.247,0.46,54.3,51.4,6.9,10.7,0.414,12.3,20,0.161,0.518,12.3,95.2,0.188
5940,2016,12/31/16,NYK,Away,HOU,L,122,129,251,116.1,122.7,105.1,0.238,0.305,0.526,51.1,44.7,6.7,8.1,0.495,5.7,26.5,0.171,0.571,11,77.8,0.261
5941,2016,1/2/17,NYK,Home,ORL,L,103,115,218,110.5,123.4,93.2,0.289,0.253,0.55,54.1,46.2,7.5,8.3,0.518,16.1,38.1,0.205,0.577,11,69.8,0.11
5942,2016,1/4/17,NYK,Home,MIL,L,104,105,209,109.2,110.3,95.2,0.128,0.298,0.524,52.3,61.9,9.5,6,0.516,11.6,30,0.074,0.532,12.4,81.6,0.282
5943,2016,1/6/17,NYK,Away,MIL,W,116,111,227,121.2,115.9,95.7,0.325,0.277,0.611,53.3,70.7,5.2,10.7,0.572,12.9,27.5,0.253,0.577,13.4,82.9,0.269
5944,2016,1/7/17,NYK,Away,IND,L,109,123,232,104.4,117.8,104.4,0.276,0.356,0.559,37.6,62.5,8.6,11.3,0.529,14.8,12.8,0.195,0.564,16.2,68.4,0.302
5945,2016,1/9/17,NYK,Home,NOP,L,96,110,206,105.8,121.3,90.7,0.188,0.341,0.522,53.6,47.2,5.5,7,0.488,13.2,27.9,0.153,0.56,8,80.5,0.19
5946,2016,1/11/17,NYK,Away,PHI,L,97,98,195,103.3,104.3,93.9,0.116,0.256,0.537,46,47.6,7.5,11.9,0.512,12.6,21.6,0.105,0.426,11.8,64,0.179
5947,2016,1/12/17,NYK,Home,CHI,W,104,89,193,115,98.4,90.4,0.12,0.25,0.537,52.7,47.7,3.3,9.9,0.516,11,37,0.098,0.41,10.9,68.9,0.18
5948,2016,1/15/17,NYK,Away,TOR,L,101,116,217,105.5,121.1,95.8,0.321,0.345,0.527,49.4,60,7.3,10.4,0.488,12.7,25.6,0.226,0.539,9.2,75,0.225
5949,2016,1/16/17,NYK,Home,ATL,L,107,108,215,110.5,111.6,96.8,0.271,0.306,0.562,59.6,50,8.3,5.5,0.541,15.9,34.9,0.176,0.529,9.3,82.6,0.184
5950,2016,1/18/17,NYK,Away,BOS,W,117,106,223,125.9,114,93,0.198,0.275,0.591,63.3,58.7,2.2,13.8,0.56,12.4,42.9,0.165,0.434,2.8,81.3,0.297
5951,2016,1/19/17,NYK,Home,WAS,L,110,113,223,116.8,120,94.2,0.244,0.267,0.552,50.6,47.6,7.4,7.1,0.506,9.1,31.8,0.211,0.574,13.7,73,0.136
5952,2016,1/21/17,NYK,Home,PHO,L,105,107,212,114.9,117.1,91.4,0.18,0.236,0.547,51.1,50,6.6,4.9,0.511,11.1,33.3,0.157,0.488,11.8,68.9,0.282
5953,2016,1/23/17,NYK,Away,IND,W,109,103,212,111.5,105.4,97.8,0.461,0.289,0.596,53.8,54.3,8.2,11.7,0.513,13.3,16.7,0.408,0.483,10.2,84.1,0.233
5954,2016,1/25/17,NYK,Away,DAL,L,95,103,198,102.6,111.2,92.6,0.13,0.25,0.488,60.4,43.6,4.3,3.5,0.462,15.6,38.3,0.109,0.506,7,84.1,0.229
5955,2016,1/27/17,NYK,Home,CHO,W,110,107,217,111.3,108.2,98.9,0.135,0.281,0.541,50.5,47.8,8.1,17,0.526,9,22.4,0.094,0.517,11.9,80.4,0.156
5956,2016,1/29/17,NYK,Away,ATL,L,139,142,281,107.1,109.4,91.6,0.18,0.398,0.503,49.6,62.7,6.9,12.5,0.469,8,24.2,0.148,0.479,9.3,73.8,0.235
5957,2016,1/31/17,NYK,Away,WAS,L,101,117,218,105.4,122.1,95.8,0.376,0.258,0.466,52.6,52.9,8.4,3,0.392,10,37.3,0.301,0.597,11.3,76.3,0.136
5958,2016,2/1/17,NYK,Away,BRK,W,95,90,185,94.7,89.7,100.3,0.313,0.273,0.422,54.2,65.7,15.9,11.1,0.384,10.3,36.2,0.192,0.449,17.4,75.5,0.125
5959,2016,2/4/17,NYK,Home,CLE,L,104,111,215,111.3,118.8,93.4,0.326,0.36,0.529,46.2,59,9.6,15.9,0.523,9.2,26,0.163,0.583,14,70.7,0.155
5960,2016,2/6/17,NYK,Home,LAL,L,107,121,228,105.6,119.5,101.3,0.402,0.256,0.554,42.1,43.2,3.9,5.4,0.494,14.2,14.6,0.317,0.471,5.7,63,0.245
5961,2016,2/8/17,NYK,Home,LAC,L,115,119,234,118,122.1,97.5,0.196,0.293,0.575,46.6,54.3,9.2,7.5,0.543,9.9,26.7,0.163,0.543,9.5,67.4,0.207
5962,2016,2/10/17,NYK,Home,DEN,L,123,131,254,129.8,138.3,94.7,0.054,0.409,0.646,42.9,69.2,10.6,7.9,0.645,9.5,26.3,0.032,0.653,13.1,59,0.074
5963,2016,2/12/17,NYK,Home,SAS,W,94,90,184,105.4,100.9,89.2,0.309,0.206,0.608,48.9,52.9,5.6,12.9,0.566,19.7,16.7,0.25,0.396,9.8,65,0.198
5964,2016,2/15/17,NYK,Away,OKC,L,105,116,221,105.7,116.8,99.4,0.163,0.244,0.57,44.8,46.3,8.1,18.5,0.541,14,14.3,0.14,0.534,10.6,73.3,0.25
5965,2016,2/23/17,NYK,Away,CLE,L,104,119,223,105.6,120.8,98.5,0.168,0.257,0.479,53.2,57.1,4.1,14.3,0.455,10,30.8,0.119,0.615,11.4,81,0.138
5966,2016,2/25/17,NYK,Home,PHI,W,110,109,219,111.4,110.4,98.7,0.253,0.231,0.544,46.8,48.8,6.1,10.9,0.505,9.8,22.7,0.198,0.458,9.3,68,0.232
5967,2016,2/27/17,NYK,Home,TOR,L,91,92,183,103.7,104.9,87.7,0.26,0.329,0.559,49.4,51.5,11.4,11.5,0.514,17.3,21.1,0.219,0.468,12,74.4,0.244
5968,2016,3/1/17,NYK,Away,ORL,W,101,90,191,109.8,97.8,92,0.383,0.358,0.534,53.8,61.8,9.8,5.2,0.469,10.4,27.7,0.309,0.44,11.5,80.4,0.205
5969,2016,3/3/17,NYK,Away,PHI,L,102,105,207,105.5,108.6,96.7,0.393,0.25,0.518,45.1,42.4,10.3,5.5,0.435,9.2,19.1,0.345,0.488,13.4,72.7,0.289
5970,2016,3/5/17,NYK,Home,GSW,L,105,112,217,113.4,120.9,92.6,0.301,0.265,0.559,57.3,46.2,5.4,11.3,0.512,13.8,33.3,0.241,0.528,7.5,76.1,0.216
5971,2016,3/6/17,NYK,Away,ORL,W,113,105,218,120.2,111.7,94,0.326,0.163,0.575,51.7,65,6.4,1.9,0.5,8.4,27.9,0.314,0.524,12,75,0.188
5972,2016,3/8/17,NYK,Away,MIL,L,93,104,197,101,113,92,0.143,0.25,0.521,48.3,56.4,4.3,10,0.506,14.4,22.7,0.095,0.477,7.5,73.3,0.256
5973,2016,3/11/17,NYK,Away,DET,L,92,112,204,96.2,117.1,95.6,0.134,0.366,0.53,46.3,72.2,4.2,10.1,0.518,17.2,17.8,0.085,0.526,6.3,72,0.115
5974,2016,3/12/17,NYK,Away,BRK,L,112,120,232,112.2,120.2,99.8,0.34,0.245,0.518,43.9,56.4,5,16.3,0.457,7.7,20.8,0.277,0.569,10.7,71.1,0.241
5975,2016,3/14/17,NYK,Home,IND,W,87,81,168,94.1,87.6,92.5,0.157,0.337,0.49,49.5,60,8.7,6.9,0.476,13.6,22,0.096,0.414,14.6,74.5,0.103
5976,2016,3/16/17,NYK,Home,BRK,L,110,121,231,111.3,122.4,98.8,0.295,0.205,0.553,40,48.8,6.1,7.4,0.483,6.6,11.6,0.284,0.535,11.4,69,0.337
5977,2016,3/20/17,NYK,Away,LAC,L,105,114,219,109.9,119.3,95.5,0.27,0.27,0.527,52.7,60,6.3,1.8,0.483,10.8,29.2,0.213,0.552,8.4,79.1,0.207
5978,2016,3/22/17,NYK,Away,UTA,L,101,108,209,115.7,123.7,87.3,0.225,0.263,0.574,42.9,50,5.7,1.6,0.531,11.1,24.3,0.2,0.494,7.2,57.4,0.211
5979,2016,3/23/17,NYK,Away,POR,L,95,110,205,99.6,115.4,95.3,0.227,0.25,0.491,44.4,63.9,5.2,15.3,0.438,10.2,18.4,0.205,0.556,12.3,75.6,0.263
5980,2016,3/25/17,NYK,Away,SAS,L,98,106,204,101.3,109.6,96.7,0.172,0.115,0.524,47.4,58.5,6.2,6.8,0.489,14.6,26.1,0.149,0.505,12,67.3,0.061
5981,2016,3/27/17,NYK,Home,DET,W,109,95,204,113,98.4,96.5,0.155,0.25,0.607,46.8,57.8,13.5,8.2,0.577,11.8,11.8,0.143,0.482,16.2,73.3,0.167
5982,2016,3/29/17,NYK,Home,MIA,L,88,105,193,96.4,115,91.3,0.236,0.281,0.448,56.5,57.6,2.2,10.2,0.399,12.5,34.7,0.191,0.548,9.9,81.4,0.155
5983,2016,3/31/17,NYK,Away,MIA,W,98,94,192,106.7,102.4,91.8,0.213,0.2,0.56,48.8,65.8,9.8,10,0.513,13.8,21.1,0.2,0.458,12.1,73.8,0.217
5984,2016,4/2/17,NYK,Home,BOS,L,94,110,204,99.3,116.2,94.7,0.294,0.294,0.49,43.8,60.6,12.7,5.7,0.429,10.3,18.2,0.247,0.639,16.9,82.8,0.25
5985,2016,4/4/17,NYK,Home,CHI,W,100,91,191,107.7,98,92.9,0.18,0.258,0.521,59.3,61.9,4.3,13.8,0.506,12.7,38.1,0.112,0.412,12.8,77.6,0.247
5986,2016,4/6/17,NYK,Home,WAS,L,103,106,209,114.8,118.2,89.7,0.221,0.211,0.494,55.7,50,10,5,0.458,9.5,40,0.168,0.581,13.1,76.3,0.27
5987,2016,4/7/17,NYK,Away,MEM,L,88,101,189,106.6,122.3,82.6,0.148,0.318,0.469,51.9,52.6,9.7,8.3,0.466,6,32.6,0.068,0.607,13,78.8,0.133
5988,2016,4/9/17,NYK,Home,TOR,L,97,110,207,106.2,120.4,91.3,0.183,0.341,0.547,46.8,73,6.6,2.2,0.506,11,14.3,0.171,0.584,10.3,85.7,0.26
5989,2016,4/12/17,NYK,Home,PHI,W,114,113,227,120.6,119.5,94.5,0.386,0.265,0.587,53.1,41.5,5.3,10,0.548,16.4,43.6,0.277,0.532,10.5,61.9,0.151
5990,2017,10/19/17,NYK,Away,OKC,L,84,105,189,85,106.2,98.9,0.241,0.304,0.481,50,59.4,8.1,7.7,0.449,22.2,28.2,0.165,0.494,15.3,69.8,0.178
5991,2017,10/21/17,NYK,Home,DET,L,107,111,218,117.4,121.8,91.2,0.383,0.37,0.565,47.6,54.1,6.6,3.3,0.506,11.3,30,0.309,0.533,10.9,64.3,0.154
5992,2017,10/24/17,NYK,Away,BOS,L,89,110,199,94.2,116.4,94.5,0.294,0.141,0.464,51.2,55.6,8.5,4.3,0.429,12.7,23.4,0.188,0.587,12.1,86.5,0.293
5993,2017,10/27/17,NYK,Home,BRK,W,107,86,193,114.5,92,93.5,0.173,0.276,0.507,61.1,43.2,7.5,13.3,0.495,9.4,38.8,0.102,0.473,16,87.8,0.2
5994,2017,10/29/17,NYK,Away,CLE,W,114,95,209,115.2,96,99,0.236,0.315,0.58,55.4,64.3,9.1,12.5,0.545,12.5,24.4,0.191,0.444,13.9,85.1,0.284
5995,2017,10/30/17,NYK,Home,DEN,W,116,110,226,118.5,112.4,97.9,0.28,0.39,0.63,57.6,65.9,8.2,22.7,0.579,19.3,32.4,0.256,0.518,11.6,74.5,0.259
5996,2017,11/1/17,NYK,Home,HOU,L,97,119,216,93.7,114.9,103.6,0.144,0.289,0.507,47.7,59,7.7,2.8,0.478,16.6,14,0.122,0.585,12.6,80,0.182
5997,2017,11/3/17,NYK,Home,PHO,W,120,107,227,121.8,108.6,98.5,0.287,0.299,0.612,51,53.3,5.1,10.8,0.563,10.9,25,0.253,0.397,8.1,66.7,0.309
5998,2017,11/5/17,NYK,Home,IND,W,108,101,209,115.4,107.9,93.6,0.216,0.261,0.56,57.5,54.5,8.5,13,0.534,11.1,28.6,0.159,0.544,12.2,89.5,0.19
5999,2017,11/7/17,NYK,Home,CHO,W,118,113,231,128.1,122.7,92.1,0.28,0.333,0.7,46.7,64.4,5.4,9.3,0.68,16,20.7,0.213,0.544,11.7,63,0.154
6000,2017,11/8/17,NYK,Away,ORL,L,99,112,211,105.1,118.9,94.2,0.163,0.15,0.577,59.2,61.9,7.4,3.8,0.556,21.2,34.3,0.125,0.619,11.8,83.3,0.163
6001,2017,11/11/17,NYK,Home,SAC,W,118,91,209,124.9,96.4,94.4,0.167,0.3,0.611,48.8,61.7,6.4,10.3,0.589,10.2,20.5,0.133,0.419,12.2,74.4,0.3
6002,2017,11/13/17,NYK,Home,CLE,L,101,104,205,101,104,100,0.25,0.284,0.517,50.5,50,13,7,0.477,14.8,27.7,0.193,0.489,17,72,0.205
6003,2017,11/15/17,NYK,Home,UTA,W,106,101,207,120,114.3,88.3,0.309,0.259,0.576,54.9,47.4,4.5,11.4,0.525,10.7,30,0.259,0.538,13.1,78.6,0.203
6004,2017,11/17/17,NYK,Away,TOR,L,84,107,191,93.4,119,89.9,0.187,0.253,0.426,51.8,56.7,7.8,7.7,0.379,8.4,27.5,0.165,0.622,12.7,90.6,0.128
6005,2017,11/20/17,NYK,Home,LAC,W,107,85,192,110.4,87.7,96.9,0.309,0.42,0.582,58.6,68.6,11.4,10.4,0.512,19.3,35,0.296,0.438,19,78.7,0.188
6006,2017,11/22/17,NYK,Home,TOR,W,108,100,208,113.8,105.3,94.9,0.183,0.258,0.537,52.8,67.4,8.4,14.3,0.505,9.9,30.2,0.151,0.506,13.6,73.9,0.138
6007,2017,11/24/17,NYK,Away,ATL,L,104,116,220,107,119.4,97.2,0.179,0.385,0.618,48.7,75,1,13.2,0.59,19.2,15.6,0.154,0.54,7.9,71.7,0.091
6008,2017,11/25/17,NYK,Away,HOU,L,102,117,219,101.3,116.2,100.7,0.224,0.2,0.546,48.8,69,4,6.4,0.518,16.2,15.4,0.165,0.532,6.3,79.1,0.181
6009,2017,11/27/17,NYK,Home,POR,L,91,103,194,95,107.5,95.8,0.25,0.17,0.466,53.1,37.1,3.1,4.8,0.426,11.7,25.9,0.182,0.488,8.7,88.1,0.265
6010,2017,11/29/17,NYK,Home,MIA,W,115,86,201,119.4,89.3,96.3,0.356,0.178,0.681,62.7,59.1,10.4,10.9,0.637,19.1,26.7,0.301,0.44,13.9,83,0.143
6011,2017,12/3/17,NYK,Home,ORL,L,100,105,205,103.4,108.5,96.7,0.108,0.161,0.513,51.7,41.9,4.1,7.4,0.489,12.6,22.7,0.097,0.488,9.5,81.4,0.305
6012,2017,12/4/17,NYK,Away,IND,L,97,115,212,97.9,116.1,99,0.176,0.253,0.495,49.4,65,4,3.3,0.473,14.8,28.8,0.121,0.599,14.7,80,0.14
6013,2017,12/6/17,NYK,Home,MEM,W,99,88,187,114.9,102.1,86.2,0.403,0.209,0.628,60.9,62.9,9.3,7.1,0.59,16.9,30.3,0.299,0.5,15.8,88.9,0.257
6014,2017,12/9/17,NYK,Away,CHI,L,102,104,206,104.6,106.7,97.5,0.099,0.264,0.537,50,58.1,6.2,5.3,0.511,12.8,20,0.099,0.555,13.2,80,0.159
6015,2017,12/10/17,NYK,Home,ATL,W,111,107,218,113.7,109.6,97.6,0.425,0.213,0.584,48.5,41,9.2,8.7,0.519,11.2,17.1,0.35,0.539,15.1,81.8,0.312
6016,2017,12/12/17,NYK,Home,LAL,W,113,109,222,112.1,108.2,91.3,0.109,0.218,0.534,48.5,52.1,6.9,10.4,0.52,11.7,31.9,0.079,0.475,12.8,63,0.118
6017,2017,12/14/17,NYK,Away,BRK,W,111,104,215,115.6,108.3,96.1,0.247,0.225,0.562,48.2,56.1,11.5,9.8,0.517,11.6,27.3,0.213,0.518,15.4,71.8,0.217
6018,2017,12/16/17,NYK,Home,OKC,W,111,96,207,127.2,110,87.3,0.377,0.333,0.69,45.5,55.3,10.3,5.2,0.652,13.9,18.8,0.304,0.494,13,64.4,0.141
6019,2017,12/18/17,NYK,Away,CHO,L,91,109,200,92.1,110.3,98.8,0.233,0.209,0.48,44,58.3,10.1,7.4,0.436,15.2,22.2,0.186,0.54,16.7,69.2,0.159
6020,2017,12/21/17,NYK,Home,BOS,W,102,93,195,110,100.3,92.7,0.329,0.177,0.564,58.3,36.1,8.6,6.3,0.506,15.8,29.7,0.278,0.459,9.6,80.9,0.163
6021,2017,12/22/17,NYK,Away,DET,L,101,104,205,108.5,111.7,93.1,0.062,0.247,0.507,53.7,56.8,6.4,14.3,0.495,12.3,35.6,0.052,0.489,10,70,0.205
6022,2017,12/25/17,NYK,Home,PHI,L,98,105,203,103.8,111.3,94.4,0.298,0.16,0.461,48.4,47.4,7.4,9.3,0.426,8.6,33.3,0.191,0.488,13.6,69.2,0.305
6023,2017,12/27/17,NYK,Away,CHI,L,87,92,179,85.5,90.5,101.7,0.143,0.253,0.45,50.5,56.8,5.9,8.6,0.429,11,13.2,0.099,0.465,13.9,91.7,0.14
6024,2017,12/28/17,NYK,Away,SAS,L,107,119,226,113.5,126.3,94.2,0.244,0.156,0.537,50.6,75.6,6.4,13.3,0.483,8.3,26.7,0.222,0.569,8.5,76.2,0.35
6025,2017,12/30/17,NYK,Away,NOP,W,105,103,208,105.4,103.4,99.6,0.223,0.202,0.509,51.5,58.5,6,12.1,0.463,5.5,17,0.191,0.488,9.4,91.3,0.25
6026,2017,1/2/18,NYK,Home,SAS,L,91,100,191,99.3,109.2,91.6,0.207,0.253,0.479,50,60,5.5,12.7,0.443,12.9,25,0.161,0.439,7.6,73.1,0.341
6027,2017,1/3/18,NYK,Away,WAS,L,103,121,224,105.3,123.7,97.8,0.209,0.221,0.548,46.2,46.3,7.2,8.6,0.517,13,18.2,0.163,0.648,11.5,82.4,0.198
6028,2017,1/5/18,NYK,Away,MIA,L,103,107,210,105.5,109.6,88.4,0.288,0.163,0.571,47,35.9,11.3,13.5,0.519,17.4,21.6,0.25,0.468,12,67.4,0.202
6029,2017,1/7/18,NYK,Away,DAL,W,100,96,196,102.9,98.8,97.2,0.241,0.193,0.545,59.6,57.9,4.1,8.8,0.494,14.8,24.4,0.217,0.413,6.4,84.5,0.217
6030,2017,1/10/18,NYK,Home,CHI,L,119,122,241,107.4,110.1,91.7,0.219,0.229,0.565,51.5,50,4.5,13.8,0.552,14.6,22.4,0.135,0.536,13,80,0.173
6031,2017,1/12/18,NYK,Away,MIN,L,108,118,226,115.2,125.9,93.8,0.108,0.289,0.621,45.6,55.6,6.4,8.8,0.614,15.5,25,0.072,0.568,10.5,62.8,0.105
6032,2017,1/14/18,NYK,Home,NOP,L,118,123,241,103.8,108.2,103,0.186,0.351,0.562,48.9,60.9,10.6,11.1,0.536,17.3,22.7,0.144,0.521,14.7,73.9,0.253
6033,2017,1/15/18,NYK,Away,BRK,W,119,104,223,120.2,105,99,0.451,0.195,0.605,53.1,64.3,5,18.2,0.567,8.4,19,0.317,0.431,9.7,79.6,0.333
